id,date,region,state,state_code,sector,station_type,station_name,station_unit,monitored_capacity,planned_generation,actual_generation,capacity_utilization
1528,9/2/2017,Western,Maharashtra,27.0,Central,Ther (Gt),Ratnagiri Ccpp,Single Unit,2220.0,11.58,12.29,0.5536036036036035
1611,9/2/2017,Southern,Karnataka,29.0,State,Hydro,Sharavathi Hps,Single Unit,1035.0,12.77,5.76,0.5565217391304347
1724,9/2/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 1,1000.0,21.6,21.06,2.106
1725,9/2/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 2,1000.0,19.27,0.0,0.0
1848,9/2/2017,Eastern,Sikkim,11.0,State,Hydro,Teesta-Iii Hps,Single Unit,1200.0,24.0,21.26,1.771666666666667
1957,9/3/2017,Northern,Delhi,7.0,State,Ther (Gt),Pragati Ccgt-Iii,Single Unit,1500.0,6.0,10.88,0.7253333333333334
1980,9/3/2017,Northern,Himachal Pradesh,2.0,State,Hydro,Bhakra H P S,Single Unit,1325.0,16.44,14.5,1.0943396226415094
1993,9/3/2017,Northern,Himachal Pradesh,2.0,Private,Hydro,Karcham Wangtoo Hps,Single Unit,1000.0,16.67,24.0,2.4
2003,9/3/2017,Northern,Himachal Pradesh,2.0,Central,Hydro,Nathpa Jhakri Hps,Single Unit,1500.0,26.63,36.51,2.4339999999999997
2112,9/3/2017,Northern,Uttarakhand,5.0,Central,Hydro,Tehri St-1 Hps,Single Unit,1000.0,12.9,9.08,0.9079999999999999
2314,9/3/2017,Western,Gujarat,24.0,State,Hydro,S Sarovar Rbph Hps,Single Unit,1200.0,28.4,0.0,0.0
2342,9/3/2017,Western,Gujarat,24.0,Private,Ther (Gt),Dgen Mega Ccpp,Single Unit,1200.0,0.0,0.0,0.0
2346,9/3/2017,Western,Gujarat,24.0,Private,Ther (Gt),Sugen Ccpp,Single Unit,1147.5,11.49,19.79,1.724618736383442
2406,9/3/2017,Western,Madhya Pradesh,23.0,Central,Hydro,Indira Sagar Hps,Single Unit,1000.0,6.33,0.11,0.011000000000000001
2447,9/3/2017,Western,Maharashtra,27.0,State,Hydro,Koyna-Iv Hps,Single Unit,1000.0,3.37,1.34,0.134
2505,9/3/2017,Western,Maharashtra,27.0,Central,Ther (Gt),Ratnagiri Ccpp,Single Unit,2220.0,11.58,12.17,0.5481981981981983
2588,9/3/2017,Southern,Karnataka,29.0,State,Hydro,Sharavathi Hps,Single Unit,1035.0,12.77,3.99,0.3855072463768116
2701,9/3/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 1,1000.0,21.6,21.59,2.1590000000000003
2702,9/3/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 2,1000.0,19.27,0.0,0.0
2825,9/3/2017,Eastern,Sikkim,11.0,State,Hydro,Teesta-Iii Hps,Single Unit,1200.0,24.0,21.66,1.805
2934,9/4/2017,Northern,Delhi,7.0,State,Ther (Gt),Pragati Ccgt-Iii,Single Unit,1500.0,6.0,12.03,0.8019999999999999
2957,9/4/2017,Northern,Himachal Pradesh,2.0,State,Hydro,Bhakra H P S,Single Unit,1325.0,16.44,16.89,1.2747169811320755
2970,9/4/2017,Northern,Himachal Pradesh,2.0,Private,Hydro,Karcham Wangtoo Hps,Single Unit,1000.0,16.67,18.28,1.828
2980,9/4/2017,Northern,Himachal Pradesh,2.0,Central,Hydro,Nathpa Jhakri Hps,Single Unit,1500.0,26.63,31.85,2.1233333333333335
3089,9/4/2017,Northern,Uttarakhand,5.0,Central,Hydro,Tehri St-1 Hps,Single Unit,1000.0,12.9,9.22,0.922
3291,9/4/2017,Western,Gujarat,24.0,State,Hydro,S Sarovar Rbph Hps,Single Unit,1200.0,28.4,0.0,0.0
3319,9/4/2017,Western,Gujarat,24.0,Private,Ther (Gt),Dgen Mega Ccpp,Single Unit,1200.0,0.0,0.0,0.0
3323,9/4/2017,Western,Gujarat,24.0,Private,Ther (Gt),Sugen Ccpp,Single Unit,1147.5,11.49,20.65,1.7995642701525052
3383,9/4/2017,Western,Madhya Pradesh,23.0,Central,Hydro,Indira Sagar Hps,Single Unit,1000.0,6.33,0.21,0.020999999999999998
3424,9/4/2017,Western,Maharashtra,27.0,State,Hydro,Koyna-Iv Hps,Single Unit,1000.0,3.37,11.74,1.174
3482,9/4/2017,Western,Maharashtra,27.0,Central,Ther (Gt),Ratnagiri Ccpp,Single Unit,2220.0,11.58,12.82,0.5774774774774775
3565,9/4/2017,Southern,Karnataka,29.0,State,Hydro,Sharavathi Hps,Single Unit,1035.0,12.77,10.26,0.991304347826087
3678,9/4/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 1,1000.0,21.6,21.7,2.17
3679,9/4/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 2,1000.0,19.27,0.0,0.0
3802,9/4/2017,Eastern,Sikkim,11.0,State,Hydro,Teesta-Iii Hps,Single Unit,1200.0,24.0,21.6,1.8000000000000003
3911,9/5/2017,Northern,Delhi,7.0,State,Ther (Gt),Pragati Ccgt-Iii,Single Unit,1500.0,6.0,12.02,0.8013333333333332
3934,9/5/2017,Northern,Himachal Pradesh,2.0,State,Hydro,Bhakra H P S,Single Unit,1325.0,16.44,17.02,1.2845283018867923
3947,9/5/2017,Northern,Himachal Pradesh,2.0,Private,Hydro,Karcham Wangtoo Hps,Single Unit,1000.0,16.67,17.95,1.7950000000000002
3957,9/5/2017,Northern,Himachal Pradesh,2.0,Central,Hydro,Nathpa Jhakri Hps,Single Unit,1500.0,26.63,30.71,2.0473333333333334
4066,9/5/2017,Northern,Uttarakhand,5.0,Central,Hydro,Tehri St-1 Hps,Single Unit,1000.0,12.9,9.55,0.9550000000000001
4268,9/5/2017,Western,Gujarat,24.0,State,Hydro,S Sarovar Rbph Hps,Single Unit,1200.0,28.4,0.0,0.0
4296,9/5/2017,Western,Gujarat,24.0,Private,Ther (Gt),Dgen Mega Ccpp,Single Unit,1200.0,0.0,0.0,0.0
4300,9/5/2017,Western,Gujarat,24.0,Private,Ther (Gt),Sugen Ccpp,Single Unit,1147.5,11.49,19.05,1.6601307189542485
4360,9/5/2017,Western,Madhya Pradesh,23.0,Central,Hydro,Indira Sagar Hps,Single Unit,1000.0,6.33,1.74,0.174
4401,9/5/2017,Western,Maharashtra,27.0,State,Hydro,Koyna-Iv Hps,Single Unit,1000.0,3.37,7.02,0.702
4459,9/5/2017,Western,Maharashtra,27.0,Central,Ther (Gt),Ratnagiri Ccpp,Single Unit,2220.0,11.58,13.08,0.5891891891891892
4542,9/5/2017,Southern,Karnataka,29.0,State,Hydro,Sharavathi Hps,Single Unit,1035.0,12.77,8.47,0.8183574879227054
4655,9/5/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 1,1000.0,21.6,21.74,2.174
4656,9/5/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 2,1000.0,19.27,0.0,0.0
4779,9/5/2017,Eastern,Sikkim,11.0,State,Hydro,Teesta-Iii Hps,Single Unit,1200.0,24.0,15.2,1.2666666666666666
4888,9/6/2017,Northern,Delhi,7.0,State,Ther (Gt),Pragati Ccgt-Iii,Single Unit,1500.0,6.0,12.61,0.8406666666666667
4911,9/6/2017,Northern,Himachal Pradesh,2.0,State,Hydro,Bhakra H P S,Single Unit,1325.0,16.44,17.96,1.3554716981132076
4924,9/6/2017,Northern,Himachal Pradesh,2.0,Private,Hydro,Karcham Wangtoo Hps,Single Unit,1000.0,16.67,18.56,1.856
4934,9/6/2017,Northern,Himachal Pradesh,2.0,Central,Hydro,Nathpa Jhakri Hps,Single Unit,1500.0,26.63,32.6,2.1733333333333333
5043,9/6/2017,Northern,Uttarakhand,5.0,Central,Hydro,Tehri St-1 Hps,Single Unit,1000.0,12.9,10.14,1.014
5245,9/6/2017,Western,Gujarat,24.0,State,Hydro,S Sarovar Rbph Hps,Single Unit,1200.0,28.4,0.0,0.0
5273,9/6/2017,Western,Gujarat,24.0,Private,Ther (Gt),Dgen Mega Ccpp,Single Unit,1200.0,0.0,0.0,0.0
5277,9/6/2017,Western,Gujarat,24.0,Private,Ther (Gt),Sugen Ccpp,Single Unit,1147.5,11.49,20.82,1.8143790849673203
5337,9/6/2017,Western,Madhya Pradesh,23.0,Central,Hydro,Indira Sagar Hps,Single Unit,1000.0,6.33,1.72,0.172
5378,9/6/2017,Western,Maharashtra,27.0,State,Hydro,Koyna-Iv Hps,Single Unit,1000.0,3.37,14.33,1.433
5436,9/6/2017,Western,Maharashtra,27.0,Central,Ther (Gt),Ratnagiri Ccpp,Single Unit,2220.0,11.58,12.83,0.5779279279279279
5519,9/6/2017,Southern,Karnataka,29.0,State,Hydro,Sharavathi Hps,Single Unit,1035.0,12.77,7.75,0.748792270531401
5632,9/6/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 1,1000.0,21.6,21.84,2.1839999999999997
5633,9/6/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 2,1000.0,19.27,0.0,0.0
5756,9/6/2017,Eastern,Sikkim,11.0,State,Hydro,Teesta-Iii Hps,Single Unit,1200.0,24.0,21.79,1.8158333333333332
5865,9/7/2017,Northern,Delhi,7.0,State,Ther (Gt),Pragati Ccgt-Iii,Single Unit,1500.0,6.0,7.43,0.4953333333333333
5888,9/7/2017,Northern,Himachal Pradesh,2.0,State,Hydro,Bhakra H P S,Single Unit,1325.0,16.44,18.37,1.3864150943396227
5901,9/7/2017,Northern,Himachal Pradesh,2.0,Private,Hydro,Karcham Wangtoo Hps,Single Unit,1000.0,16.67,18.87,1.8870000000000002
5911,9/7/2017,Northern,Himachal Pradesh,2.0,Central,Hydro,Nathpa Jhakri Hps,Single Unit,1500.0,26.63,33.65,2.243333333333333
6020,9/7/2017,Northern,Uttarakhand,5.0,Central,Hydro,Tehri St-1 Hps,Single Unit,1000.0,12.9,9.59,0.959
6222,9/7/2017,Western,Gujarat,24.0,State,Hydro,S Sarovar Rbph Hps,Single Unit,1200.0,28.4,0.0,0.0
6250,9/7/2017,Western,Gujarat,24.0,Private,Ther (Gt),Dgen Mega Ccpp,Single Unit,1200.0,0.0,0.0,0.0
6254,9/7/2017,Western,Gujarat,24.0,Private,Ther (Gt),Sugen Ccpp,Single Unit,1147.5,11.49,22.79,1.9860566448801742
6314,9/7/2017,Western,Madhya Pradesh,23.0,Central,Hydro,Indira Sagar Hps,Single Unit,1000.0,6.33,1.07,0.107
6355,9/7/2017,Western,Maharashtra,27.0,State,Hydro,Koyna-Iv Hps,Single Unit,1000.0,3.37,19.01,1.9010000000000002
6413,9/7/2017,Western,Maharashtra,27.0,Central,Ther (Gt),Ratnagiri Ccpp,Single Unit,2220.0,11.58,13.23,0.595945945945946
6496,9/7/2017,Southern,Karnataka,29.0,State,Hydro,Sharavathi Hps,Single Unit,1035.0,12.77,7.53,0.727536231884058
6609,9/7/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 1,1000.0,21.6,21.84,2.1839999999999997
6610,9/7/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 2,1000.0,19.27,0.0,0.0
6733,9/7/2017,Eastern,Sikkim,11.0,State,Hydro,Teesta-Iii Hps,Single Unit,1200.0,24.0,21.75,1.8124999999999998
6842,9/8/2017,Northern,Delhi,7.0,State,Ther (Gt),Pragati Ccgt-Iii,Single Unit,1500.0,6.0,7.5,0.5
6865,9/8/2017,Northern,Himachal Pradesh,2.0,State,Hydro,Bhakra H P S,Single Unit,1325.0,16.44,18.72,1.4128301886792451
6878,9/8/2017,Northern,Himachal Pradesh,2.0,Private,Hydro,Karcham Wangtoo Hps,Single Unit,1000.0,16.67,15.97,1.5970000000000002
6888,9/8/2017,Northern,Himachal Pradesh,2.0,Central,Hydro,Nathpa Jhakri Hps,Single Unit,1500.0,26.63,28.1,1.8733333333333335
6997,9/8/2017,Northern,Uttarakhand,5.0,Central,Hydro,Tehri St-1 Hps,Single Unit,1000.0,12.9,12.06,1.2060000000000002
7199,9/8/2017,Western,Gujarat,24.0,State,Hydro,S Sarovar Rbph Hps,Single Unit,1200.0,28.4,0.0,0.0
7227,9/8/2017,Western,Gujarat,24.0,Private,Ther (Gt),Dgen Mega Ccpp,Single Unit,1200.0,0.0,0.0,0.0
7231,9/8/2017,Western,Gujarat,24.0,Private,Ther (Gt),Sugen Ccpp,Single Unit,1147.5,11.49,23.65,2.0610021786492374
7291,9/8/2017,Western,Madhya Pradesh,23.0,Central,Hydro,Indira Sagar Hps,Single Unit,1000.0,6.33,2.18,0.218
7332,9/8/2017,Western,Maharashtra,27.0,State,Hydro,Koyna-Iv Hps,Single Unit,1000.0,3.37,9.83,0.983
7390,9/8/2017,Western,Maharashtra,27.0,Central,Ther (Gt),Ratnagiri Ccpp,Single Unit,2220.0,11.58,13.31,0.5995495495495495
7473,9/8/2017,Southern,Karnataka,29.0,State,Hydro,Sharavathi Hps,Single Unit,1035.0,12.77,9.53,0.9207729468599033
7586,9/8/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 1,1000.0,21.6,21.98,2.198
7587,9/8/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 2,1000.0,19.27,0.0,0.0
7710,9/8/2017,Eastern,Sikkim,11.0,State,Hydro,Teesta-Iii Hps,Single Unit,1200.0,24.0,21.75,1.8124999999999998
7819,9/9/2017,Northern,Delhi,7.0,State,Ther (Gt),Pragati Ccgt-Iii,Single Unit,1500.0,6.0,7.73,0.5153333333333333
7842,9/9/2017,Northern,Himachal Pradesh,2.0,State,Hydro,Bhakra H P S,Single Unit,1325.0,16.44,20.18,1.5230188679245282
7855,9/9/2017,Northern,Himachal Pradesh,2.0,Private,Hydro,Karcham Wangtoo Hps,Single Unit,1000.0,16.67,14.85,1.485
7865,9/9/2017,Northern,Himachal Pradesh,2.0,Central,Hydro,Nathpa Jhakri Hps,Single Unit,1500.0,26.63,25.74,1.7159999999999997
7974,9/9/2017,Northern,Uttarakhand,5.0,Central,Hydro,Tehri St-1 Hps,Single Unit,1000.0,12.9,14.52,1.452
8176,9/9/2017,Western,Gujarat,24.0,State,Hydro,S Sarovar Rbph Hps,Single Unit,1200.0,28.4,0.0,0.0
8204,9/9/2017,Western,Gujarat,24.0,Private,Ther (Gt),Dgen Mega Ccpp,Single Unit,1200.0,0.0,0.0,0.0
8208,9/9/2017,Western,Gujarat,24.0,Private,Ther (Gt),Sugen Ccpp,Single Unit,1147.5,11.49,20.76,1.8091503267973856
8268,9/9/2017,Western,Madhya Pradesh,23.0,Central,Hydro,Indira Sagar Hps,Single Unit,1000.0,6.33,0.51,0.051000000000000004
8309,9/9/2017,Western,Maharashtra,27.0,State,Hydro,Koyna-Iv Hps,Single Unit,1000.0,3.37,13.16,1.316
8367,9/9/2017,Western,Maharashtra,27.0,Central,Ther (Gt),Ratnagiri Ccpp,Single Unit,2220.0,11.58,9.13,0.41126126126126133
8450,9/9/2017,Southern,Karnataka,29.0,State,Hydro,Sharavathi Hps,Single Unit,1035.0,12.77,8.73,0.8434782608695653
8563,9/9/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 1,1000.0,21.6,22.05,2.205
8564,9/9/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 2,1000.0,19.27,0.0,0.0
8687,9/9/2017,Eastern,Sikkim,11.0,State,Hydro,Teesta-Iii Hps,Single Unit,1200.0,24.0,21.73,1.8108333333333333
8796,9/10/2017,Northern,Delhi,7.0,State,Ther (Gt),Pragati Ccgt-Iii,Single Unit,1500.0,6.0,7.7,0.5133333333333333
8819,9/10/2017,Northern,Himachal Pradesh,2.0,State,Hydro,Bhakra H P S,Single Unit,1325.0,16.44,21.79,1.6445283018867922
8832,9/10/2017,Northern,Himachal Pradesh,2.0,Private,Hydro,Karcham Wangtoo Hps,Single Unit,1000.0,16.67,14.82,1.482
8842,9/10/2017,Northern,Himachal Pradesh,2.0,Central,Hydro,Nathpa Jhakri Hps,Single Unit,1500.0,26.63,26.15,1.7433333333333332
8951,9/10/2017,Northern,Uttarakhand,5.0,Central,Hydro,Tehri St-1 Hps,Single Unit,1000.0,12.9,10.52,1.052
9153,9/10/2017,Western,Gujarat,24.0,State,Hydro,S Sarovar Rbph Hps,Single Unit,1200.0,28.4,0.0,0.0
9181,9/10/2017,Western,Gujarat,24.0,Private,Ther (Gt),Dgen Mega Ccpp,Single Unit,1200.0,0.0,0.0,0.0
9185,9/10/2017,Western,Gujarat,24.0,Private,Ther (Gt),Sugen Ccpp,Single Unit,1147.5,11.49,20.33,1.7716775599128538
9245,9/10/2017,Western,Madhya Pradesh,23.0,Central,Hydro,Indira Sagar Hps,Single Unit,1000.0,6.33,0.68,0.068
9286,9/10/2017,Western,Maharashtra,27.0,State,Hydro,Koyna-Iv Hps,Single Unit,1000.0,3.37,12.78,1.278
9344,9/10/2017,Western,Maharashtra,27.0,Central,Ther (Gt),Ratnagiri Ccpp,Single Unit,2220.0,11.58,13.06,0.5882882882882883
9427,9/10/2017,Southern,Karnataka,29.0,State,Hydro,Sharavathi Hps,Single Unit,1035.0,12.77,5.95,0.5748792270531401
9540,9/10/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 1,1000.0,21.6,22.91,2.291
9541,9/10/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 2,1000.0,19.27,0.0,0.0
9664,9/10/2017,Eastern,Sikkim,11.0,State,Hydro,Teesta-Iii Hps,Single Unit,1200.0,24.0,21.75,1.8124999999999998
9773,9/11/2017,Northern,Delhi,7.0,State,Ther (Gt),Pragati Ccgt-Iii,Single Unit,1500.0,6.0,7.71,0.514
9796,9/11/2017,Northern,Himachal Pradesh,2.0,State,Hydro,Bhakra H P S,Single Unit,1325.0,16.44,23.05,1.7396226415094342
9809,9/11/2017,Northern,Himachal Pradesh,2.0,Private,Hydro,Karcham Wangtoo Hps,Single Unit,1000.0,16.67,15.29,1.529
9819,9/11/2017,Northern,Himachal Pradesh,2.0,Central,Hydro,Nathpa Jhakri Hps,Single Unit,1500.0,26.63,27.35,1.8233333333333335
9928,9/11/2017,Northern,Uttarakhand,5.0,Central,Hydro,Tehri St-1 Hps,Single Unit,1000.0,12.9,10.34,1.034
10130,9/11/2017,Western,Gujarat,24.0,State,Hydro,S Sarovar Rbph Hps,Single Unit,1200.0,28.4,0.0,0.0
10158,9/11/2017,Western,Gujarat,24.0,Private,Ther (Gt),Dgen Mega Ccpp,Single Unit,1200.0,0.0,0.0,0.0
10162,9/11/2017,Western,Gujarat,24.0,Private,Ther (Gt),Sugen Ccpp,Single Unit,1147.5,11.49,20.32,1.770806100217865
10222,9/11/2017,Western,Madhya Pradesh,23.0,Central,Hydro,Indira Sagar Hps,Single Unit,1000.0,6.33,11.88,1.188
10263,9/11/2017,Western,Maharashtra,27.0,State,Hydro,Koyna-Iv Hps,Single Unit,1000.0,3.37,15.47,1.5470000000000002
10321,9/11/2017,Western,Maharashtra,27.0,Central,Ther (Gt),Ratnagiri Ccpp,Single Unit,2220.0,11.58,13.09,0.5896396396396396
10404,9/11/2017,Southern,Karnataka,29.0,State,Hydro,Sharavathi Hps,Single Unit,1035.0,12.77,10.56,1.0202898550724637
10517,9/11/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 1,1000.0,21.6,22.91,2.291
10518,9/11/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 2,1000.0,19.27,0.0,0.0
10641,9/11/2017,Eastern,Sikkim,11.0,State,Hydro,Teesta-Iii Hps,Single Unit,1200.0,24.0,21.74,1.8116666666666665
10750,9/12/2017,Northern,Delhi,7.0,State,Ther (Gt),Pragati Ccgt-Iii,Single Unit,1500.0,6.0,7.66,0.5106666666666666
10773,9/12/2017,Northern,Himachal Pradesh,2.0,State,Hydro,Bhakra H P S,Single Unit,1325.0,16.44,23.75,1.7924528301886793
10786,9/12/2017,Northern,Himachal Pradesh,2.0,Private,Hydro,Karcham Wangtoo Hps,Single Unit,1000.0,16.67,14.55,1.455
10796,9/12/2017,Northern,Himachal Pradesh,2.0,Central,Hydro,Nathpa Jhakri Hps,Single Unit,1500.0,26.63,24.63,1.6420000000000001
10905,9/12/2017,Northern,Uttarakhand,5.0,Central,Hydro,Tehri St-1 Hps,Single Unit,1000.0,12.9,10.77,1.077
11107,9/12/2017,Western,Gujarat,24.0,State,Hydro,S Sarovar Rbph Hps,Single Unit,1200.0,28.4,0.0,0.0
11135,9/12/2017,Western,Gujarat,24.0,Private,Ther (Gt),Dgen Mega Ccpp,Single Unit,1200.0,0.0,0.0,0.0
11139,9/12/2017,Western,Gujarat,24.0,Private,Ther (Gt),Sugen Ccpp,Single Unit,1147.5,11.49,20.66,1.8004357298474944
11199,9/12/2017,Western,Madhya Pradesh,23.0,Central,Hydro,Indira Sagar Hps,Single Unit,1000.0,6.33,21.48,2.1479999999999997
11240,9/12/2017,Western,Maharashtra,27.0,State,Hydro,Koyna-Iv Hps,Single Unit,1000.0,3.37,20.06,2.006
11298,9/12/2017,Western,Maharashtra,27.0,Central,Ther (Gt),Ratnagiri Ccpp,Single Unit,2220.0,11.58,12.92,0.581981981981982
11381,9/12/2017,Southern,Karnataka,29.0,State,Hydro,Sharavathi Hps,Single Unit,1035.0,12.77,11.64,1.1246376811594203
11494,9/12/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 1,1000.0,21.6,23.16,2.316
11495,9/12/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 2,1000.0,19.27,0.0,0.0
11618,9/12/2017,Eastern,Sikkim,11.0,State,Hydro,Teesta-Iii Hps,Single Unit,1200.0,24.0,21.42,1.7850000000000001
11727,9/13/2017,Northern,Delhi,7.0,State,Ther (Gt),Pragati Ccgt-Iii,Single Unit,1500.0,6.0,10.29,0.6859999999999999
11750,9/13/2017,Northern,Himachal Pradesh,2.0,State,Hydro,Bhakra H P S,Single Unit,1325.0,16.44,23.84,1.799245283018868
11763,9/13/2017,Northern,Himachal Pradesh,2.0,Private,Hydro,Karcham Wangtoo Hps,Single Unit,1000.0,16.67,13.91,1.391
11773,9/13/2017,Northern,Himachal Pradesh,2.0,Central,Hydro,Nathpa Jhakri Hps,Single Unit,1500.0,26.63,24.62,1.6413333333333335
11882,9/13/2017,Northern,Uttarakhand,5.0,Central,Hydro,Tehri St-1 Hps,Single Unit,1000.0,12.9,10.32,1.032
12084,9/13/2017,Western,Gujarat,24.0,State,Hydro,S Sarovar Rbph Hps,Single Unit,1200.0,28.4,0.0,0.0
12112,9/13/2017,Western,Gujarat,24.0,Private,Ther (Gt),Dgen Mega Ccpp,Single Unit,1200.0,0.0,0.0,0.0
12116,9/13/2017,Western,Gujarat,24.0,Private,Ther (Gt),Sugen Ccpp,Single Unit,1147.5,11.49,22.58,1.967755991285403
12176,9/13/2017,Western,Madhya Pradesh,23.0,Central,Hydro,Indira Sagar Hps,Single Unit,1000.0,6.33,21.44,2.144
12217,9/13/2017,Western,Maharashtra,27.0,State,Hydro,Koyna-Iv Hps,Single Unit,1000.0,3.37,6.79,0.679
12275,9/13/2017,Western,Maharashtra,27.0,Central,Ther (Gt),Ratnagiri Ccpp,Single Unit,2220.0,11.58,13.38,0.6027027027027028
12358,9/13/2017,Southern,Karnataka,29.0,State,Hydro,Sharavathi Hps,Single Unit,1035.0,12.77,12.36,1.1942028985507245
12471,9/13/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 1,1000.0,21.6,23.27,2.327
12472,9/13/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 2,1000.0,19.27,0.0,0.0
12595,9/13/2017,Eastern,Sikkim,11.0,State,Hydro,Teesta-Iii Hps,Single Unit,1200.0,24.0,21.74,1.8116666666666665
12704,9/14/2017,Northern,Delhi,7.0,State,Ther (Gt),Pragati Ccgt-Iii,Single Unit,1500.0,6.0,11.77,0.7846666666666666
12727,9/14/2017,Northern,Himachal Pradesh,2.0,State,Hydro,Bhakra H P S,Single Unit,1325.0,16.44,23.48,1.7720754716981133
12740,9/14/2017,Northern,Himachal Pradesh,2.0,Private,Hydro,Karcham Wangtoo Hps,Single Unit,1000.0,16.67,13.72,1.372
12750,9/14/2017,Northern,Himachal Pradesh,2.0,Central,Hydro,Nathpa Jhakri Hps,Single Unit,1500.0,26.63,24.23,1.6153333333333333
12859,9/14/2017,Northern,Uttarakhand,5.0,Central,Hydro,Tehri St-1 Hps,Single Unit,1000.0,12.9,10.37,1.037
13061,9/14/2017,Western,Gujarat,24.0,State,Hydro,S Sarovar Rbph Hps,Single Unit,1200.0,28.4,0.0,0.0
13089,9/14/2017,Western,Gujarat,24.0,Private,Ther (Gt),Dgen Mega Ccpp,Single Unit,1200.0,0.0,0.0,0.0
13093,9/14/2017,Western,Gujarat,24.0,Private,Ther (Gt),Sugen Ccpp,Single Unit,1147.5,11.49,24.34,2.121132897603486
13153,9/14/2017,Western,Madhya Pradesh,23.0,Central,Hydro,Indira Sagar Hps,Single Unit,1000.0,6.33,21.39,2.139
13194,9/14/2017,Western,Maharashtra,27.0,State,Hydro,Koyna-Iv Hps,Single Unit,1000.0,3.37,7.58,0.758
13252,9/14/2017,Western,Maharashtra,27.0,Central,Ther (Gt),Ratnagiri Ccpp,Single Unit,2220.0,11.58,13.28,0.5981981981981982
13335,9/14/2017,Southern,Karnataka,29.0,State,Hydro,Sharavathi Hps,Single Unit,1035.0,12.77,7.19,0.6946859903381642
13448,9/14/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 1,1000.0,21.6,17.66,1.7659999999999998
13449,9/14/2017,Southern,Tamil Nadu,33.0,Central,Nuclear,Kudankulam,Unit 2,1000.0,19.27,0.0,0.0
13572,9/14/2017,Eastern,Sikkim,11.0,State,Hydro,Teesta-Iii Hps,Single Unit,1200.0,24.0,21.61,1.8008333333333335
13681,9/15/2017,Northern,Delhi,7.0,State,Ther (Gt),Pragati Ccgt-Iii,Single Unit,1500.0,6.0,11.14,0.7426666666666667
13704,9/15/2017,Northern,Himachal Pradesh,2.0,State,Hydro,Bhakra H P S,Single Unit,1325.0,16.44,23.1,1.7433962264150944
13717,9/15/2017,Northern,Himachal Pradesh,2.0,Private,Hydro,Karcham Wangtoo Hps,Single Unit,1000.0,16.67,13.35,1.335
13727,9/15/2017,Northern,Himachal Pradesh,2.0,Central,Hydro,Nathpa Jhakri Hps,Single Unit,1500.0,26.63,24.96,1.6640000000000001
13836,9/15/2017,Northern,Uttarakhand,5.0,Central,Hydro,Tehri St-1 Hps,Single Unit,1000.0,12.9,9.32,0.932
14038,9/15/2017,Western,Gujarat,24.0,State,Hydro,S Sarovar Rbph Hps,Single Unit,1200.0,28.4,0.0,0.0
14066,9/15/2017,Western,Gujarat,24.0,Private,Ther (Gt),Dgen Mega Ccpp,Single Unit,1200.0,0.0,0.0,0.0
14070,9/15/2017,Western,Gujarat,24.0,Private,Ther (Gt),Sugen Ccpp,Single Unit,1147.5,11.49,21.83,1.9023965141612198
14130,9/15/2017,Western,Madhya Pradesh,23.0,Central,Hydro,Indira Sagar Hps,Single Unit,1000.0,6.33,14.98,1.498
14171,9/15/2017,Western,Maharashtra,27.0,State,Hydro,Koyna-Iv Hps,Single Unit,1000.0,3.37,0.51,0.051000000000000004
14229,9/15/2017,Western,Maharashtra,27.0,Central,Ther (Gt),Ratnagiri Ccpp,Single Unit,2220.0,11.58,13.15,0.5923423423423424
